code,title
AJ15,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D FACILITIES & MAJ EQUIP
AK,Commerce and Housing Credit R&D Services
AK11,COMMERCE AND HOUSING CREDIT R&D SERVICES; COMMERCE AND HOUSING CREDIT; BASIC RESEARCH
AK12,COMMERCE AND HOUSING CREDIT R&D SERVICES; COMMERCE AND HOUSING CREDIT; APPLIED RESEARCH
AK13,COMMERCE AND HOUSING CREDIT R&D SERVICES; COMMERCE AND HOUSING CREDIT; EXPERIMENTAL DEVELOPMENT
AK14,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D ADMINISTRATIVE EXPENSES
AK15,COMMERCE & HOUSING CREDIT R&D SVCS; COMMERCE & HOUSING CREDIT; R&D FACILITIES & MAJ EQUIP
AL,Income Security R&D Services
AL11,INCOME SECURITY R&D SERVICES; INCOME SECURITY; BASIC RESEARCH
AL12,INCOME SECURITY R&D SERVICES; INCOME SECURITY; APPLIED RESEARCH
AL13,INCOME SECURITY R&D SERVICES; INCOME SECURITY; EXPERIMENTAL DEVELOPMENT
AL14,INCOME SECURITY R&D SERVICES; INCOME SECURITY; R&D ADMINISTRATIVE EXPENSES
AL15,INCOME SECURITY R&D SERVICES; INCOME SECURITY; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT
AM,International Affairs R&D Services
AM11,INTERNATIONAL AFFAIRS R&D SERVICES; INTERNATIONAL AFFAIRS; BASIC RESEARCH
AM12,INTERNATIONAL AFFAIRS R&D SERVICES; INTERNATIONAL AFFAIRS; APPLIED RESEARCH
AM13,INTERNATIONAL AFFAIRS R&D SERVICES; INTERNATIONAL AFFAIRS; EXPERIMENTAL DEVELOPMENT
AM14,INTERNATIONAL AFFAIRS R&D SERVICES; INTERNATIONAL AFFAIRS; R&D ADMINISTRATIVE EXPENSES
AM15,INTERNATIONAL AFFAIRS R&D SVCS; INTERNATIONAL AFFAIRS; R&D FACILITIES & MAJ EQUIP
AN,N – Health R&D Services
AN11,HEALTH R&D SERVICES; HEALTH CARE SERVICES; BASIC RESEARCH
AN12,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH
AN13,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPERIMENTAL DEVELOPMENT
AN14,HEALTH R&D SERVICES; HEALTH CARE SERVICES; R&D ADMINISTRATIVE EXPENSES
AN15,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT
AN21,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; BASIC RESEARCH
AN22,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; APPLIED RESEARCH
AN23,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; EXPERIMENTAL DEVELOPMENT
AN24,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; R&D ADMINISTRATIVE EXPENSES
AN25,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT
AN31,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; BASIC RESEARCH
AN32,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; APPLIED RESEARCH
AN33,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; EXPERIMENTAL DEVELOPMENT
AN34,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; R&D ADMINISTRATIVE EXPENSES
AN35,HEALTH R&D SVCS; CONSUMER & OCCUPATIONAL HEALTH & SAFETY; R&D FACILITIES & MAJ EQUIP
AN41,HEALTH R&D SERVICES; HEALTH CARE - OTHER; BASIC RESEARCH
AN42,HEALTH R&D SERVICES; HEALTH CARE - OTHER; APPLIED RESEARCH
AN43,HEALTH R&D SERVICES; HEALTH CARE - OTHER; EXPERIMENTAL DEVELOPMENT
AN44,HEALTH R&D SERVICES; HEALTH CARE - OTHER; R&D ADMINISTRATIVE EXPENSES
AN45,HEALTH R&D SERVICES; HEALTH CARE - OTHER; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT
AR,Space R&D Services
AR11,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH"
AR12,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; APPLIED RESEARCH"
AR13,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; EXPERIMENTAL DEVELOPMENT"
AR14,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; R&D ADMINISTRATIVE EXPENSES"
AR15,"SPACE R&D SVCS; SPACE FLIGHT, RESEARCH & SUPPORTING ACTIVITIES; R&D FACILITIES & MAJ EQUIP"
AS,Transportation R&D Services
AS11,"TRANSPORTATION R&D SERVICES; SURFACE TRANSPORTATION, PUBLIC TRANSIT, AND RAIL; BASIC RESEARCH"
AS12,"TRANSPORTATION R&D SERVICES; SURFACE TRANSPORTATION, PUBLIC TRANSIT, AND RAIL; APPLIED RESEARCH"
AS13,"TRANSPORTATION R&D SVCS; SURFACE TRANSPORTATION, PUBLIC TRANSIT, & RAIL; EXPERIMENTAL DEVELOPMENT"
AS14,"TRANSPORTATION R&D SVCS; SURFACE TRANSPORTATION, PUBLIC TRANSIT, & RAIL; R&D ADMINISTRATIVE EXPENSES"
AS15,"TRANSPORTATION R&D SVCS; SURFACE TRANSPORTATION, PUBLIC TRANSIT, & RAIL; R&D FACILITIES & MAJ EQUIP"
AS21,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; BASIC RESEARCH
AS22,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; APPLIED RESEARCH
AS23,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; EXPERIMENTAL DEVELOPMENT
AS24,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; R&D ADMINISTRATIVE EXPENSES
AS25,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT
AS31,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; BASIC RESEARCH
AS32,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; APPLIED RESEARCH
AS33,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; EXPERIMENTAL DEVELOPMENT
AS34,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; R&D ADMINISTRATIVE EXPENSES
AS35,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT
AS41,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSPORTATION; BASIC RESEARCH
AS42,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSPORTATION; APPLIED RESEARCH
AS43,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSP; EXPERIMENTAL DEVELOPMENT
AS44,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSP; R&D ADMINISTRATIVE EXPENSES
AS45,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSP; R&D FACILITIES & MAJ EQUIP
B,"SPECIAL STUDIES/ANALYSIS, NOT R&D"
B5,SPECIAL STUDIES - NOT R and D
B502,SPECIAL STUDIES/ANALYSIS- AIR QUALITY
B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL
B504,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL
B505,SPECIAL STUDIES/ANALYSIS- COST BENEFIT
B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC)
B507,SPECIAL STUDIES/ANALYSIS- ECONOMIC
B509,SPECIAL STUDIES/ANALYSIS- ENDANGERED SPECIES: PLANT/ANIMAL
B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS
B513,SPECIAL STUDIES/ANALYSIS- FEASIBILITY (NON-CONSTRUCTION)
B516,SPECIAL STUDIES/ANALYSIS- ANIMAL/FISHERIES
B517,SPECIAL STUDIES/ANALYSIS- GEOLOGICAL
B518,SPECIAL STUDIES/ANALYSIS- GEOPHYSICAL
B519,SPECIAL STUDIES/ANALYSIS- GEOTECHNICAL
B520,SPECIAL STUDIES/ANALYSIS- GRAZING/RANGE
B521,SPECIAL STUDIES/ANALYSIS- HISTORICAL
B522,SPECIAL STUDIES/ANALYSIS- LEGAL
B524,SPECIAL STUDIES/ANALYSIS- MATHEMATICAL/STATISTICAL
B525,SPECIAL STUDIES/ANALYSIS- NATURAL RESOURCE
B526,SPECIAL STUDIES/ANALYSIS- OCEANOLOGICAL
B527,SPECIAL STUDIES/ANALYSIS- RECREATION
B528,SPECIAL STUDIES/ANALYSIS- REGULATORY
B529,SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA
B530,SPECIAL STUDIES/ANALYSIS- SEISMOLOGICAL
B532,SPECIAL STUDIES/ANALYSIS- SOIL
B533,SPECIAL STUDIES/ANALYSIS- WATER QUALITY
B534,SPECIAL STUDIES/ANALYSIS- WILDLIFE
B537,SPECIAL STUDIES/ANALYSIS- MEDICAL/HEALTH
B538,SPECIAL STUDIES/ANALYSIS- INTELLIGENCE
B539,SPECIAL STUDIES/ANALYSIS- AERONAUTICAL/SPACE
B540,SPECIAL STUDIES/ANALYSIS- BUILDING TECHNOLOGY
B541,SPECIAL STUDIES/ANALYSIS- DEFENSE
B542,SPECIAL STUDIES/ANALYSIS- EDUCATIONAL
B543,SPECIAL STUDIES/ANALYSIS- ENERGY
B544,SPECIAL STUDIES/ANALYSIS- TECHNOLOGY
B545,SPECIAL STUDIES/ANALYSIS- HOUSING/COMMUNITY DEVELOPMENT
B546,SPECIAL STUDIES/ANALYSIS- SECURITY (PHYSICAL/PERSONAL)
B547,SPECIAL STUDIES/ANALYSIS- ACCOUNTING/FINANCIAL MANAGEMENT
B548,SPECIAL STUDIES/ANALYSIS- TRADE ISSUE
B549,SPECIAL STUDIES/ANALYSIS- FOREIGN/NATIONAL SECURITY POLICY
B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL
B551,SPECIAL STUDIES/ANALYSIS- MOBILIZATION/PREPAREDNESS
B552,SPECIAL STUDIES/ANALYSIS- MANPOWER
B553,SPECIAL STUDIES/ANALYSIS- COMMUNICATIONS
B554,SPECIAL STUDIES/ANALYSIS- ACQUISITION POLICY/PROCEDURES
B555,SPECIAL STUDIES/ANALYSIS- ELDERLY/HANDICAPPED
B599,SPECIAL STUDIES/ANALYSIS- OTHER
C,ARCHITECT/ENGINEER SERVICES
C1,ARCH-ENG SVCS - CONSTRUCTION
C1AA,ARCHITECT AND ENGINEERING- CONSTRUCTION: OFFICE BUILDINGS
C1AB,ARCHITECT AND ENGINEERING- CONSTRUCTION: CONFERENCE SPACE AND FACILITIES
C1AZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS
C1BA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIR TRAFFIC CONTROL TOWERS
C1BB,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIR TRAFFIC CONTROL TRAINING FACILITIES
C1BC,ARCHITECT AND ENGINEERING- CONSTRUCTION: RADAR AND NAVIGATIONAL FACILITIES
C1BD,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT RUNWAYS AND TAXIWAYS
C1BE,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT TERMINALS
C1BF,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISSILE SYSTEM FACILITIES
C1BG,ARCHITECT AND ENGINEERING- CONSTRUCTION: ELECTRONIC AND COMMUNICATIONS FACILITIES
C1BZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER AIRFIELD STRUCTURES
C1CA,ARCHITECT AND ENGINEERING- CONSTRUCTION: SCHOOLS
C1CZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER EDUCATIONAL BUILDINGS
C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES
C1DB,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS
C1DZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER HOSPITAL BUILDINGS
C1EA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AMMUNITION FACILITIES
C1EB,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS
C1EC,ARCHITECT AND ENGINEERING- CONSTRUCTION: PRODUCTION BUILDINGS
C1ED,ARCHITECT AND ENGINEERING- CONSTRUCTION: SHIP CONSTRUCTION AND REPAIR FACILITIES
C1EE,ARCHITECT AND ENGINEERING- CONSTRUCTION: TANK AUTOMOTIVE FACILITIES
C1EZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER INDUSTRIAL BUILDINGS
C1FA,ARCHITECT AND ENGINEERING- CONSTRUCTION: FAMILY HOUSING FACILITIES
C1FB,ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL BUILDINGS
C1FC,ARCHITECT AND ENGINEERING- CONSTRUCTION: TROOP HOUSING FACILITIES
C1FD,ARCHITECT AND ENGINEERING- CONSTRUCTION: DINING FACILITIES
C1FE,ARCHITECT AND ENGINEERING- CONSTRUCTION: RELIGIOUS FACILITIES
C1FF,ARCHITECT AND ENGINEERING- CONSTRUCTION: PENAL FACILITIES
C1FZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER RESIDENTIAL BUILDINGS
C1GA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AMMUNITION STORAGE BUILDINGS
C1GB,ARCHITECT AND ENGINEERING- CONSTRUCTION: FOOD OR GRAIN STORAGE BUILDINGS
C1GC,ARCHITECT AND ENGINEERING- CONSTRUCTION: FUEL STORAGE BUILDINGS
C1GD,ARCHITECT AND ENGINEERING- CONSTRUCTION: OPEN STORAGE FACILITIES
C1GZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER WAREHOUSE BUILDINGS
C1HA,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACS
C1HB,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACS
C1HC,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVT-OWNED CTR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES
C1HZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVT-OWNED GOVT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES
C1JA,ARCHITECT AND ENGINEERING- CONSTRUCTION: MUSEUMS AND EXHIBITION BUILDINGS
C1JB,ARCHITECT AND ENGINEERING- CONSTRUCTION: TESTING AND MEASUREMENT BUILDINGS
C1JZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS
C1KA,ARCHITECT AND ENGINEERING- CONSTRUCTION: DAMS
C1KB,ARCHITECT AND ENGINEERING- CONSTRUCTION: CANALS
C1KC,ARCHITECT AND ENGINEERING- CONSTRUCTION: MINE FIRE CONTROL FACILITIES
C1KD,ARCHITECT AND ENGINEERING- CONSTRUCTION: MINE SUBSIDENCE CONTROL FACILITIES
C1KE,ARCHITECT AND ENGINEERING- CONSTRUCTION: SURFACE MINE RECLAMATION FACILITIES
C1KF,ARCHITECT AND ENGINEERING- CONSTRUCTION: DREDGING FACILITIES
C1KZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER CONSERVATION AND DEVELOPMENT FACILITIES
C1LA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT SERVICE ROADS
C1LB,"ARCHITECT AND ENGINEERING- CONSTRUCTION: HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS"
C1LC,ARCHITECT AND ENGINEERING- CONSTRUCTION: TUNNELS AND SUBSURFACE STRUCTURES
C1LZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: PARKING FACILITIES
C1MA,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - COAL
C1MB,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - GAS
C1MC,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - GEOTHERMAL
C1MD,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - HYDRO
C1ME,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - NUCLEAR
C1MF,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - PETROLEUM
C1MG,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - SOLAR
C1MH,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - WIND
C1MZ,"ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - OTHER, INCLUDING TRANSMISSION"
C1NA,ARCHITECT AND ENGINEERING- CONSTRUCTION: FUEL SUPPLY FACILITIES
C1NB,ARCHITECT AND ENGINEERING- CONSTRUCTION: HEATING AND COOLING PLANTS
C1NC,ARCHITECT AND ENGINEERING- CONSTRUCTION: POLLUTION ABATEMENT AND CONTROL FACILITIES
C1ND,ARCHITECT AND ENGINEERING- CONSTRUCTION: SEWAGE AND WASTE FACILITIES
C1NE,ARCHITECT AND ENGINEERING- CONSTRUCTION: WATER SUPPLY FACILITIES
C1NZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER UTILITIES
C1PA,ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL FACILITIES (NON-BUILDING)
C1PB,ARCHITECT AND ENGINEERING- CONSTRUCTION: EXHIBIT DESIGN (NON-BUILDING)
C1PC,ARCHITECT AND ENGINEERING- CONSTRUCTION: UNIMPROVED REAL PROPERTY (LAND)
C1PD,ARCHITECT AND ENGINEERING- CONSTRUCTION: WASTE TREATMENT AND STORAGE FACILITIES
C1PZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER NON-BUILDING FACILITIES
C1QA,ARCHITECT AND ENGINEERING- CONSTRUCTION: RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)
C2,ARCH-ENG SVCS - GENERAL
C211,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING"
C212,"ARCHITECT AND ENGINEERING- GENERAL: ENGINEERING DRAFTING, NOT CAD/CAM"
C213,ARCHITECT AND ENGINEERING- GENERAL: INSPECTION (NON-CONSTRUCTION)
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING
C215,ARCHITECT AND ENGINEERING- GENERAL: PRODUCTION ENGINEERING
C216,ARCHITECT AND ENGINEERING- GENERAL: MARINE ENGINEERING
C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER
C220,ARCHITECT AND ENGINEERING- GENERAL: STRUCTURAL ENGINEERING
C221,ARCHITECT AND ENGINEERING- GENERAL: PLUMBING SYSTEMS
C222,ARCHITECT AND ENGINEERING- GENERAL: ELECTRICAL SYSTEMS
C223,ARCHITECT AND ENGINEERING- GENERAL: MECHANICAL SYSTEMS
D,IT AND TELECOM - INFORMATION TECHNOLOGY AND TELECOMMUNICATIONS
DA,IT AND TELECOM - APLLICATIONS
DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)
DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE
DB,IT AND TELECOM - COMPUTE
DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR)
DB02,"IT AND TELECOM - COMPUTE SUPPORT SERVICES, NON-HPC (LABOR)"
DB10,IT AND TELECOM - COMPUTE AS A SERVICE: MAINFRAME/SERVERS
DC,IT AND TELECOM - DATA CENTER
DC01,IT AND TELECOM - DATA CENTER SUPPORT SERVICES (LABOR)
DC10,IT AND TELECOM - DATA CENTER AS A SERVICE
DD,IT AND TELECOM - DELIVERY
DD01,"IT AND TELECOM - SERVICE DELIVERY SUPPORT SERVICES: ITSM, OPERATIONS CENTER, PROJECT/PM (LABOR)"
DE,IT AND TELECOM - END USER
DE01,"IT and Telecom - End User: Help Desk; Tier 1-2, Workspace, Print, Output, Productivity Tools (Labor)"
DE02,IT AND TELECOM - MOBILE DEVICE SUPPORT SERVICES (LABOR)
DE10,"IT and Telecom - End User as a Service: Help Desk;Tier 1-2,Workspace,Print,Output,Productivity Tools"
DE11,IT AND TELECOM - MOBILE DEVICE AS A SERVICE
DF,IT AND TELECOM - IT MANAGEMENT
DF01,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR)
DF10,IT AND TELECOM - IT MANAGEMENT AS A SERVICE
DG,IT AND TELECOM - NETWORK
DG01,IT AND TELECOM - NETWORK SUPPORT SERVICES (LABOR)
DG10,IT AND TELECOM - NETWORK AS A SERVICE
DG11,IT and Telecom - Network: Satellite Communications and Telecom Access Services
DH,IT AND TELECOM - PLATFORM
DH01,"IT AND TELECOM - PLATFORM SUPPORT SERVICES: DATABASE, MAINFRAME, MIDDLEWARE (LABOR)"
DH10,"IT AND TELECOM - PLATFORM AS A SERVICE: DATABASE, MAINFRAME, MIDDLEWARE"
DJ,IT AND TELECOM - SECURITY AND COMPLIANCE
DJ01,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR)
DJ10,IT AND TELECOM - SECURITY AND COMPLIANCE AS A SERVICE
DK,IT AND TELECOM - STORAGE
DK01,IT AND TELECOM - STORAGE SUPPORT SERVICES (LABOR)
DK10,IT AND TELECOM - STORAGE AS A SERVICE
E,PURCHASE OF STRUCTURES/FACILITIES
E1,PURCHASE BUILDINGS
E1AA,PURCHASE OF OFFICE BUILDINGS
E1AB,PURCHASE OF CONFERENCE SPACE AND FACILITIES
E1AZ,PURCHASE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS
E1BA,PURCHASE OF AIR TRAFFIC CONTROL TOWERS
E1BB,PURCHASE OF AIR TRAFFIC CONTROL TRAINING FACILITIES
E1BC,PURCHASE OF RADAR AND NAVIGATIONAL FACILITIES
E1BD,PURCHASE OF AIRPORT RUNWAYS AND TAXIWAYS
E1BE,PURCHASE OF AIRPORT TERMINALS
E1BF,PURCHASE OF MISSILE SYSTEM FACILITIES
E1BG,PURCHASE OF ELECTRONIC AND COMMUNICATIONS FACILITIES
E1BZ,PURCHASE OF OTHER AIRFIELD STRUCTURES
E1CA,PURCHASE OF SCHOOLS
E1CZ,PURCHASE OF OTHER EDUCATIONAL BUILDINGS
E1DA,PURCHASE OF HOSPITALS AND INFIRMARIES
E1DB,PURCHASE OF LABORATORIES AND CLINICS
E1DZ,PURCHASE OF OTHER HOSPITAL BUILDINGS
E1EA,PURCHASE OF AMMUNITION FACILITIES
E1EB,PURCHASE OF MAINTENANCE BUILDINGS
E1EC,PURCHASE OF PRODUCTION BUILDINGS
E1ED,PURCHASE OF SHIP CONSTRUCTION AND REPAIR FACILITIES
E1EE,PURCHASE OF TANK AUTOMOTIVE FACILITIES
E1EZ,PURCHASE OF OTHER INDUSTRIAL BUILDINGS
E1FA,PURCHASE OF FAMILY HOUSING FACILITIES
E1FB,PURCHASE OF RECREATIONAL BUILDINGS
E1FC,PURCHASE OF TROOP HOUSING FACILITIES
E1FD,PURCHASE OF DINING FACILITIES
E1FE,PURCHASE OF RELIGIOUS FACILITIES
E1FF,PURCHASE OF PENAL FACILITIES
E1FZ,PURCHASE OF OTHER RESIDENTIAL BUILDINGS
E1GA,PURCHASE OF AMMUNITION STORAGE BUILDINGS
E1GB,PURCHASE OF FOOD OR GRAIN STORAGE BUILDINGS
E1GC,PURCHASE OF FUEL STORAGE BUILDINGS
E1GD,PURCHASE OF OPEN STORAGE FACILITIES
E1GZ,PURCHASE OF OTHER WAREHOUSE BUILDINGS
E1HA,PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES
E1HB,PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES
E1HC,PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES
E1HZ,PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES
E1JA,PURCHASE OF MUSEUMS AND EXHIBITION BUILDINGS
E1JB,PURCHASE OF TESTING AND MEASUREMENT BUILDINGS
E1JZ,PURCHASE OF MISCELLANEOUS BUILDINGS
E1KA,PURCHASE OF DAMS
E1KB,PURCHASE OF CANALS
E1KC,PURCHASE OF MINE FIRE CONTROL FACILITIES
E1KD,PURCHASE OF MINE SUBSIDENCE CONTROL FACILITIES
E1KE,PURCHASE OF SURFACE MINE RECLAMATION FACILITIES
E1KF,PURCHASE OF DREDGING FACILITIES
E1KZ,PURCHASE OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES
E1LA,PURCHASE OF AIRPORT SERVICE ROADS
E1LB,"PURCHASE OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS"
E1LC,PURCHASE OF TUNNELS AND SUBSURFACE STRUCTURES
E1LZ,PURCHASE OF PARKING FACILITIES
E1MA,PURCHASE OF EPG FACILITIES - COAL
E1MB,PURCHASE OF EPG FACILITIES - GAS
E1MC,PURCHASE OF EPG FACILITIES - GEOTHERMAL
E1MD,PURCHASE OF EPG FACILITIES - HYDRO
E1ME,PURCHASE OF EPG FACILITIES - NUCLEAR
E1MF,PURCHASE OF EPG FACILITIES - PETROLEUM
E1MG,PURCHASE OF EPG FACILITIES - SOLAR
E1MH,PURCHASE OF EPG FACILITIES - WIND
E1MZ,"PURCHASE OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION"
E1NA,PURCHASE OF FUEL SUPPLY FACILITIES
E1NB,PURCHASE OF HEATING AND COOLING PLANTS
E1NC,PURCHASE OF POLLUTION ABATEMENT AND CONTROL FACILITIES
E1ND,PURCHASE OF SEWAGE AND WASTE FACILITIES
E1NE,PURCHASE OF WATER SUPPLY FACILITIES
E1NZ,PURCHASE OF OTHER UTILITIES
E1PA,PURCHASE OF RECREATIONAL FACILITIES (NON-BUILDING)
E1PB,PURCHASE OF EXHIBIT DESIGN (NON-BUILDING)
E1PC,PURCHASE OF UNIMPROVED REAL PROPERTY (LAND)
E1PD,PURCHASE OF WASTE TREATMENT AND STORAGE FACILITIES
E1PZ,PURCHASE OF OTHER NON-BUILDING FACILITIES
E1QA,PURCHASE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)
E2,PURCHASE FACILITY NOT A BUILDING
E3,PURCH RESTORATION OF REAL PROPERTY
F,NATURAL RESOURCES MANAGEMENT
F0,NATURAL RESOURCE CONSERVERVAT SVCS
F001,NATURAL RESOURCES/CONSERVATION- AERIAL FERTILIZATION/SPRAYING
F002,NATURAL RESOURCES/CONSERVATION- AERIAL SEEDING
